rapper,lyrics
2pac,"I'm writing you a letter
This is to my unborn child"
2pac,"A boss playa with this, that twist you lame tricks
Holla if you understand my plan, ladies, fuck havin' babies"
2pac,"Know niggas gon' hate you for whatever you do
Now, rule one: get your cash on, M.O.B."
2pac,"I know it's hard nigga, I'm all up in your face
But you still can't see me"
2pac,"Don't want to be another number
I gotta puff a gang of weed to keep from goin' under"
2pac,"Won't get a chance to do me like they did my nigga Tyson
Thuggin' for life, and if you right, then, nigga, die for it"
2pac,"Tryna be strong and in the process, keep it goin'
I'm 'bout to lose my composure, I'm gettin' close"
2pac,"Sweet lady, don't you know we love ya? (Dear Mama)
Sweet lady, lady (Dear Mama)"
2pac,"You need to hit the door, search for a new guy
'Cause I only got one night in town"
2pac,"I'm barely standin', about to go to pieces, screamin' peace
And though my soul was deleted, I couldn't see it"
2pac,"Ooh, child, things'll get brighter
(Oh-oh, keep ya head up)"
2pac,"It's Napoleon, I get my pleasure out of sinning
And seein' blood spill ain't shit 'cause I seen it at the beginnin'"
2pac,"Busters shot me five times, real niggas don't die
Can ya hear me? Laced with this game, I know you feel me"
2pac,"I'd rather be ya N-I-G-G-A (I'd rather be yo' nigga)
So we can get drunk and smoke weed all day"
2pac,"Will I see the penitentiary, or will I stay free?
It ain't easy bein' me"
2pac,"(Nah)
Oh aight – what's wrong with your eye?"
2pac,"Picture my prophecy, I got some attackin' me, on top of me
I'm runnin' from the coppers, but never let 'em stop me"
2pac,"Let my pedigree read briefly, they're so cheap
Puttin' bitch-made bustas to sleep with no grief"
2pac,"They wanna know who's my role model, it's in a brown bottle
You know our motherfuckin' motto, Hennessy"
2pac,"And my bigger bro, couldn't know
But buy a .44, blastin' at playa haters wantin' more"
2pac,"Currency motivated, not easily terminated
Now that we made it, my niggas can never be faded"
2pac,"Scare to die nigga, is ya, ha?
If I die tonight"
2pac,"Look for me, lost in the whirlwind
'96 Bonnie and Clyde, me and my girlfriend"
2pac,"Toss it up
On and on, yeah, and on"
2pac,"Ain't had a chance to speak
But you know, with you and me it's all G"
2pac,"They got me starin' at the world through my rearview
Go on, baby, scream to God, he can't hear you"
2pac,"I've been known to clown and get around, that's my word
See you walking and you looking good, yes indeed"
2pac,"Lady, don't you know we love ya? (Dear Mama)
Sweet lady, place no one above ya (You are appreciated)"
2pac,"As I take you through a ghetto nigga's lullaby
A seven-deuce full of niggas goes by"
2pac,"Never forget that God isn't finished with me yet
I feel his hand on my brain"
2pac,"Just me and my girlfriend
All I need in this life of sin"
2pac,"Tryin' to keep it together, no one lives forever anyway
Strugglin' and strivin', my destiny's to die"
2pac,"But my dream is to own a fly casino
Like Bugsy Siegel, and do it all legal"
2pac,"To catch her while she hot and horny, go up inside her (Got ya)
Then I spit some game in her ear, ""Go to the telly, ho!"""
2pac,"Now I'm screamin' fuck the world
In the end it's my friends, that flip-flop"
2pac,"My life in exchange for yours, born hated as a thug
House full of babies cryin' from a lack of gettin' love"
2pac,"So, they figure, rather have you behind bars than triggers
But I'ma hold you down and holla Thug Life"
2pac,"Cops give a damn about a negro
Pull the trigger, kill a nigga, he's a hero"
2pac,"I was just more like, ""Again?"" you know what I'm sayin'?
He always gettin' shot, or shot at"
2pac,"Only God can judge me, only God
Only God can judge me now"
2pac,"Or tell me, that there'll be light at the end of the road
(Why?) ‘Cause they don't even know"
2pac,"Mixed in, now I'm twisted, blistered and high
Visions of me thug-livin' gettin' me by"
2pac,"Love is a mystery, fuck the po-po, holla at me!
So when you see me, nigga, you better holla at me!"
2pac,"My enemies your enemies
'Cause you ain't never had a friend like me"
2pac,"(Until the end of time)
So I can fly until the end of time"
2pac,"Was if prophecy clear as day, visions on top of me
Erotic, psychotic, when possess by bodies"
2pac,"I'll be waitin' for you
Until you get through, I'll be waitin'"
2pac,"Got my hands on your thighs, now let me in-between as friends
Let's be friends (Westside, motherfucker, right here)"
2pac,"Even the cops tried to sue me, so what can I do?
But stay true, sippin' 22's of brew"
2pac,"In my ride and I'm all in, gettin' high
I can hear the people calling I'm passing by"
2pac,"Give playa haters plenty of space
And basically just represent for you, baby"
2pac,"Live the life of a boss player 'cause even gettin' high
All eyes on me"
2pac,"Fired my weapon, started steppin' in the hurricane
I got shot, so I dropped feelin' a burst of pain"
2pac,"Maybe it's me that caused it, the fightin' and the hurtin'
In my room cryin' because I didn't wanna be a burden"
2pac,"Peep me, I take this war shit deeply
Don' seen too many real players fall to let these bitch niggas beat me"
2pac,"All you other motherfuckers get out my business (Really)
Only God can judge me now"
2pac,"Niggas talk a lot of shit, but that's after I'm gone
‘Cause they fear me in the physical form"
2pac,"Wrapped in plastic or closed casket for our troubles
Present times, we busted, like bubbles"
2pac,"Hallowed be Thy name
Thy kingdom come, Thy will be done"
2pac,"It ain't easy bein' me
Will I see the penitentiary—"
2pac,"Lord have mercy, Father help us all
Since you supplied your phone number, I can't help but call"
2pac,"And they say it's the White man I should fear
But it's my own kind doin' all the killin' here"
2pac,"Yeah nigga, you know I'm up out this bitch
It's time for me to uhhh regulate"
2pac,"Pay attention, my niggas! See how that shit go?
Nigga walk up in this motherfucker and it be like, ""Bing!"""
2pac,"""Free 2Pac"" is all that's on a nigga's mind
But at the same time, it seem they tryna take mine"
2pac,"California knows how to party
California knows how to party (Yes, they do)"
2pac,"I was often involved with niggas breakin' the law
I look back, 'Pac nigga, we was bankin' off raw"
2pac,"Fuck Bad Boy as a staff, record label, and as a motherfuckin' crew
And if you wanna be down with Bad Boy, then fuck you too"
2pac,"Now that it's poppin, ain't no love, bitch
I maintain in the game, in the gutter's where I still kick it"
2pac,"All my niggas go, uptown in the, give 'em the finger
Throw your hands up, give 'em the finger"
2pac,"And I can make you famous
Niggas been dyin' for years, so how can they blame us?"
2pac,"Said I'll return but I gotta fight, the fate's arrived
Don't shed a tear, 'cause mama, I ain't happy here"
2pac,"I feel crazy
(One, two, three, four)"
2pac,"2Pacalypse Now don't stop for hoes, I get around
'Round and 'round"
2pac,"Time goes by, puffin' on lah
Hopin' that it gets me high"
2pac,"Only fear of death—
You ghetto niggas"
2pac,"Have one on us, aight?
(Ain't nothin' but a gangsta party)"
2pac,"I'ahhhhhm unhappy here
And I need you to show me love"
2pac,"You find a MC like me who's strong
Leavin' motherfuckers aborted with no verbal support"
2pac,"No points or commas, we bring the drama to all you herbs
Now go check the scenario"
2pac,"I ain't mad at cha
Ha, I ain't mad at cha"
2pac,"I'm the bitch that's keepin' it live and keepin' it hot
When you punk-ass niggas don't"
2pac,"It's Westside, so you know the Row won't bow down to no man
Say what you say, but give me that bomb beat from Dre"
2pac,"It wasn't nothin' like the game; it's just me against the world
Me against the world"
2pac,"You ask ""Why?"", don't matter, my pockets got fatter
Now everybody's lookin' for the latter"
2pac,"She's got a baby
Baby (Oh, oh, oh yeah, yeah)"
2pac,"The cabs, they don't wanna stop for a brother, man
But damn near have an accident to pick up another man"
2pac,"Your homegirl you went to school with? That's cool
But did she tell you about her sister and your cousin? Thought I wasn't (Uhh)"
2pac,"So whatcha wanna do? Y'know how we do it
Puffin' on lye"
2pac,"See this Tanqueray influenced me to gettin' crazy, disillusioned lately
I've been really wantin' babies"
2pac,"(Bomb first) (Outlaw Ridahz) Solo shit, bring it!
Allow me to introduce first: Makaveli the Don"
2pac,"You ghetto niggas
You ghetto niggas"
2pac,"'Cause through the drama, I can always depend on my mama
And when it seems that I'm hopeless"
2pac,"This riding motherfucker, jack me at rollin' 'round bumping ’cause music's too loud, you know what I'm sayin'?
Yo, this is P-O to the G-O"
2pac,"Never!
You ain't never had a friend like me!"
2pac,"Yeah
Brenda's got a baby"
2pac,"Thug motherfuckers don't die
We get high and we multiply, motherfucker"
2pac,"'Cause you ain't ever had a friend like me
Nobody knows where we'll be"
2pac,"Uh-uh, they can't keep the Black man down
They got me trapped"
2pac,"But still we keep mashin' until our dreams come through
Starin' at the world through my rearview"
2pac,"How do you feel? (Oh, ah)
Comin' up as a nigga in the cash game"
2pac,"You tried everything, but you don't give up
What you won't do? (Do for love)"
2pac,"I'm just tryin to make somethin...
When no one even cared"
2pac,"Stressed but busta free
Enemies give me reason"
2pac,"'Cause I always got to worry 'bout the payback
Some buck that I roughed up way back"
2pac,"'Til he still and chill, recognize the real deal
Feel — a nigga made when I was young and dumb"
2pac,"A military mind mean money (You knahmean? Talkin' that shit)
A criminal grind, nigga"
2pac,"Stressed but busta free
Enemies give me reason"
2pac,"It's all good, from Diego to the Bay
Your city is the bomb if your city makin' pay"
2pac,"Said he wanna be, shorty's gonna be a thug!
Said he wanna be, one day he's gonna be"
2pac,"Increase speed, make you motherfuckers bleed from your mouth quicker
Plus all these niggas that you run with be on some dumb shit"
2pac,"Where my niggas, where my niggas, where my niggas at?
All my real niggas (Throw your mothafuckin' hands up!)"
2pac,"You ain't gotta be my man at all
Long as you just bring me your friends"
2pac,"And my mama always cryin' yo, there's so much pain
Ohhhh"
2pac,"Lookin' out for these killa kids 'cause they wild
Bill Clinton, can you recognize a nigga representin'"
2pac,"I wanna be a baller, please
But the bitches and the liquor keep on calling me"
2pac,"Let's change the way we live
And let's change the way we treat each other"
2pac,"While you thinkin' I see you lost up in my rearview
Hear you is down with them Outlawz"
2pac,"When I think of what a black woman should be
Its u that I First think of"
2pac,"After a long day of trying to make my songs pay
Making love all day against the wall in the hallway"
2pac,"Product of a dyin' breed; all my homies tryin' weed
Now the little babies crazed, raised off Hennessy"
2pac,"U will never fully understand
How Deeply my Heart Feels 4 u"
2pac,"I told you, last album, we need help 'cause we dyin'
Give us a chance, help us advance, 'cause we tryin'"
2pac,"I leave this and hope God can see my heart is pure
Is Heaven just another door? I leave this here"
2pac,"Getting shaky when she pull the dress up, and say it's cool
Should I stroke or should I wait a while? You decide"
2pac,"I try to find my friends, but they're blowin' in the wind
Last night, my buddy lost his whole family"
2pac,"Take my picture, a made nigga
Nigga, I was raised on the streets, I had to hustle just to eat"
2pac,"Troubled child comin up I had to ride, I guess
Tried to apply myself, them niggas was ballin'"
2pac,"Now tell me, what's a mother to do?
Bein' real don't appeal to the brother in you (Yeah)"
2pac,"What could they do to me, and live to brag?
Shit, them niggas that shot me is still terrified I'll get they ass"
2pac,"What was a friend, now a ghost in the dark
Cold part about it, nigga got smoked by a fiend"
2pac,"'Cause the media is full of dirty tricks
Only God can judge me"
2pac,"When them stupid-ass bitches ask why, tell 'em
Thug for life, high 'til I die"
2pac,"In the city, the city of Compton
We keep it rockin', we keep it rockin'"
