rapper,lyric
Eminem,i did get jumped by all six of you chumps
Eminem,and wink did fuck my girl
Eminem,im still standin here screaming fuck the free world
Eminem,dont ever try to judge me dude
Eminem,you dont know what the fuck ive been through
Eminem,but i know something about you
Eminem,you went to cranbrook thats a private school
Eminem,whats the matter dawg you embarrassed
Eminem,this guys a gangster his real names clarence
Eminem,and clarence lives at home with both parents
Eminem,and clarence parents have a real good marriage
Eminem,this guy dont wanna battle hes shook
Eminem,cause aint no such things as halfway crooks
Eminem,hes scared to death hes scared to look
Eminem,at his fucking yearbook fuck cranbrook
Eminem,fuck a beat ill go a cappella
Eminem,fuck a papa doc fuck a clock fuck a trailer
Eminem,fuck everybody fuck yall if you doubt me
Eminem,im a piece of fucking white trash i say it proudly
Eminem,and fuck this battle i dont wanna win im outtie
Eminem,here tell these people something they dont know about me
Eminem,yeah
Eminem,i know sometimes
Eminem,things may not always make sense to you right now
Eminem,but ayy
Eminem,whatd daddy always tell you
Eminem,straighten up little soldier stiffen up that upper lip
Eminem,what you cryin about
Eminem,you got me
Eminem,hailie i know you miss your mom and i know you miss your dad
Eminem,when im gone but im tryna give you the life that i never had
Eminem,i can see youre sad even when you smile even when you laugh
Eminem,i can see it in your eyes deep inside you wanna cry
Eminem,cause youre scared i aint there daddys witchu in your prayers
Eminem,no more cryin wipe them tears daddys here no more nightmares
Eminem,we gon pull together through it we gon do it
Eminem,lainieuncles crazy aint he yeah but he loves you girl and you better know it
Eminem,were all we got in this world when it spins when it swirls
Eminem,when it whirls when it twirls two little beautiful girls
Eminem,lookin puzzled in a daze i know its confusin you
Eminem,daddys always on the move mommas always on the news
Eminem,i try to keep you sheltered from it but somehow it seems
Eminem,the harder that i try to do that the more it backfires on me
Eminem,all the things growin up as daddy that he had to see
Eminem,daddy dont want you to see but you see just as much as he did
Eminem,we did not plan it to be this way your mother and me
Eminem,but things have got so bad between us i dont see us ever bein
Eminem,together ever again like we used to be when we was teenagers
Eminem,but then of course everything always happens for a reason
Eminem,i guess it was never meant to be but its just something
Eminem,we have no control over and thats what destiny is
Eminem,but no more worries rest your head and go to sleep
Eminem,maybe one day well wake up and thisll all just be a dream
Eminem,now hush little baby dont you cry
Eminem,everythings gonna be alright
Eminem,stiffen that upper lip up little lady i told ya
Eminem,daddys here to hold ya through the night
Eminem,i know mommys not here right now and we dont know why
Eminem,we fear how we feel inside
Eminem,it may seem a little crazy pretty baby
Eminem,but i promise mommas gon be alright
Eminem,heh its funny
Eminem,i remember back one year when daddy had no money
Eminem,mommy wrapped the christmas presents up and stuck em under the tree
Eminem,and said some of em were from me cause daddy couldnt buy em
Eminem,ill never forget that christmas i sat up the whole night cryin
Eminem,cause daddy felt like a bumsee daddy had a job but his job
Eminem,was to keep the food on the table for you and mom and at the time
Eminem,every house that we lived in either kept gettin
Eminem,broken into and robbed or shot up on the block and your mom
Eminem,was savin money for you in a jar
Eminem,tryna start a piggy bank for you so you could go to college
Eminem,almost had a thousand dollars til someone broke in and stole it
Eminem,and i know it hurts so bad it broke your mommas heart
Eminem,and it seemed like everything was just startin to fall apart
Eminem,mom and dad was arguin a lot so momma moved back
Eminem,on to chalmers in the flat onebedroom apartment
Eminem,and dad moved back to the other side of 8 mile on novara
Eminem,and thats when daddy went to california with his cd
Eminem,and met dr dre  and flew you and momma out to see me
Eminem,but daddy had to work you and momma had to leave me
Eminem,then you started seein daddy on the tv and momma didnt like it
Eminem,and you and lainie were too young to understand it
Eminem,papa was a rolling stone momma developed a habit
Eminem,and it all happened too fast for either one of us to grab it
Eminem,im just sorry you were there and had to witness it firsthand
Eminem,cause all i ever wanted to do was just make you proud
Eminem,now im sittin in this empty house just reminiscin
Eminem,lookin at your baby pictures it just trips me out
Eminem,to see how much you both have grown its almost like youre sisters now
Eminem,wow guess you pretty much are and daddys still here
Eminem,lainie im talkin to you too daddys still here
Eminem,i like the sound of that yeah its got a ring to it dont it
Eminem,shh mommas only gone for the moment
Eminem,now hush little baby dont you cry
Eminem,everythings gonna be alright
Eminem,stiffen that upper lip up little lady i told ya
Eminem,daddys here to hold ya through the night
Eminem,i know mommys not here right now and we dont know why
Eminem,we fear how we feel inside
Eminem,it may seem a little crazy pretty baby
Eminem,but i promise mommas gon be alright
Eminem,and if you ask me to daddys gonna buy you a mockingbird
Eminem,ima give you the world ima buy a diamond ring for you
Eminem,ima sing for you ill do anything for you to see you smile
Eminem,and if that mockingbird dont sing and that ring dont shine
Eminem,ima break that birdies neck
Eminem,ill go back to the jeweler who sold it to ya
Eminem,and make him eat every carat
Eminem,just gonna stand there and watch me burn
Eminem,well thats all right because i like the way it hurts
Eminem,just gonna stand there and hear me cry
Eminem,well thats all right because i love the way you lie
Eminem,i love the way you lie
Eminem,i cant tell you what it really is i can only tell you what it feels like
Eminem,and right now theres a steel knife in my windpipe
Eminem,i cant breathe but i still fight while i can fight
Eminem,as long as the wrong feels right its like im in flight
Eminem,high off her love drunk from her hate
Eminem,its like im huffin paint and i love her the more i suffer i suffocate
Eminem,and right before im about to drown she resuscitates me
Eminem,she fuckin hates me and i love it  wait
Eminem,where you going  im leaving you  no you aint
Eminem,come back  were runnin right back here we go again
Eminem,its so insane cause when its goin good its goin great
Eminem,im superman with the wind at his back shes lois lane
Eminem,but when its bad its awful i feel so ashamed
Eminem,i snapped whos that dude i dont even know his name
Eminem,i laid hands on her ill never stoop so low again
Eminem,i guess i dont know my own strength
Eminem,just gonna stand there and watch me burn
Eminem,well thats all right because i like the way it hurts
Eminem,just gonna stand there and hear me cry
Eminem,well thats all right because i love the way you lie
Eminem,i love the way you lie
Eminem,i love the way you lie
Eminem,you ever love somebody so much you can barely breathe when youre with em
Eminem,you meet and neither one of you even know what hit em
Eminem,got that warm fuzzy feelin yeah them chills used to get em
Eminem,now youre gettin fuckin sick of lookin at em
Eminem,you swore youd never hit em never do nothin to hurt em
Eminem,now youre in each others face
Eminem,spewin venom in your words when you spit em
Eminem,you push pull each others hair scratch claw bit em
Eminem,throw em down pin em
Eminem,so lost in the moments when youre in em
Eminem,its the rage that took over it controls you both
Eminem,so they say youre best to go your separate ways
Eminem,guess that they dont know ya
Eminem,cause today that was yesterday yesterday is over
Eminem,its a different day sound like broken records playin over
Eminem,but you promised her next time youll show restraint
Eminem,you dont get another chance life is no nintendo game
Eminem,but you lied again
Eminem,now you get to watch her leave out the window
Eminem,guess thats why they call it window pane
Eminem,just gonna stand there and watch me burn
Eminem,well thats all right because i like the way it hurts
Eminem,just gonna stand there and hear me cry
Eminem,well thats all right because i love the way you lie
Eminem,i love the way you lie
Eminem,i love the way you lie
Eminem,now i know we said things did things that we didnt mean
Eminem,then we fall back into the same patterns same routine
Eminem,but your tempers just as bad as mine is youre the same as me
Eminem,when it comes to love youre just as blinded baby please
Eminem,come back it wasnt you baby it was me
Eminem,maybe our relationship isnt as crazy as it seems
Eminem,maybe thats what happens when a tornado meets a volcano
Eminem,all i know is i love you too much to walk away though
Eminem,come inside pick up your bags off the sidewalk
Eminem,dont you hear sincerity in my voice when i talk
Eminem,told you this is my fault look me in the eyeball
Eminem,next time im pissed ill aim my fist at the drywall
Eminem,next time there wont be no next time
Eminem,i apologize even though i know its lies
Eminem,im tired of the games i just want her back i know im a liar
Eminem,if she ever tries to fuckin leave again ima tie her
Eminem,to the bed and set this house on fire just gonna
Eminem,just gonna stand there and watch me burn
Eminem,well thats all right because i like the way it hurts
Eminem,just gonna stand there and hear me cry
Eminem,well thats all right because i love the way you lie
Eminem,i love the way you lie
Eminem, okay  how do i say this 
Eminem,last year  didnt work out so well for me 
Eminem,  
Eminem,2018  well 
